id,titulo,argumento,link_libreria
62,"CRIMEA. LA PRIMERA GRAN GUERRA","La Guerra de Crimea (1853-1856) es un eslabón en la historia europea que costituye tanto la última cruzada como la primera guerra total, y que además en cierto modo es ya un antecedente de la Primera Guerra Mundial. Combinando la espléndida exposición de la estrategia de los continentes (Reino Unido, Francia, Imperio Otomano y Piamonte- Cerdeña frente al Imperio Ruso), con la minuciosa atención a los diarios, cartas y textos de los soldados, Figes subraya la importancia que tuvo la religión como desencadenante de la guerra, con recreación de episodios como la carga de la Brigada Ligera en Balaclava, la batalla del río Alma o la lucha por Sebastopol cobran un nuevo significado. El talento narrativo que ha hecho de Orlando Figes uno de los historiadores más leídos de nuestro tiempo se pone en esta ocasión al servicio d un completo relato de un gran conflicto bélico, y lo que distingue sobre todo de otros libros similares es que logra captar como nadie lo que la experiencia de las tropas bajo el fuego y sometidas al terrible terrible invierno de 1854-1855. Ni el historiador profesional ni el lector interesado en nuestra historia reciente podian esperar que Orlando Figes abordara un episodio tan importante como fue la Guerra de Crimea sin hacer aportaciones de calado. Y Figes nunca defrauda.",http://www.libreriacuesta.com/detalle/default.asp?mat=6190279
63,"LA GUERRA. HISTORIA SECRETA DE LA CASA B","Bob Woodward, famoso por los reportajes que destaparon el escándalo del Watergate y dos veces ganador del premio Pulitzer, desvela las polémicas interioridades de la Casa Blanca de George Bush, al final de su presidencia, sobre el avispero iraquí.",http://www.libreriacuesta.com/detalle/default.asp?mat=6190307
64,"RUSIA FRENTE A UCRANIA","Con vocación pedagógica, pero también con la de contestar buena parte del discurso que nuestros medios de comuni­cación ofrecen, este libro se propone analizar las claves fundamentales de las tensiones que han protagonizado, a principios de 2014, Rusia y Ucrania. Al respecto sopesa la condición contemporánea de los dos países, la crisis ucraniana que se saldó con la marcha del presidente Yanukóvich y las diferentes tramas que se han revelado en Crimea y en la Ucrania oriental. Aporta al tiempo una reflexión crítica sobre el papel que en todo lo anterior corresponde a Estados Unidos y a la Unión Europea. Carlos Taibo es profesor de Ciencia Política en la Universidad Autónoma de Madrid. Sus últimos libros relativos a la Europa central y oriental contemporánea son El conflicto de Chechenia (Los Libros de la Catarata, Madrid, 2004), Rusia en la era de Putin (Los Libros de la Catarata, Madrid, 2006) e Historia de la Unión Soviética (Alianza, Madrid, 2010).",http://www.libreriacuesta.com/detalle/default.asp?mat=6190439
65,"INGENIEROS DE LA VICTORIA","En enero de 1943, Franklin D. Roosevelt y Winston Churchill se reunieron en Casablanca y establecieron los objetivos bélicos de los Aliados: controlar las rutas marítimas del Atlántico y las aéreas sobre Europa occidental y central, reforzar los bombardeos sobre Alemania, detener el avance del Frente del Este y terminar con el imperialismo japonés. Sorprendentemente, poco más de un año después, estos ambiciosos proyectos se habían consumado. A menudo, la historia de la Segunda Guerra Mundial se ha narrado como una gran novela, como si hubiera sido librada por superhombres o determinada por el destino. Ingenieros de la victoria es un relato fascinante sobre la estrategia secreta que llevó a los Aliados a la victoria. Paul Kennedy revela cómo este plan estratégico fue ejecutado por soldados rasos, científicos, ingeniero y hombres de negocios que tuvieron la enorme responsabilidad de comprender y ejecutar los planes de éxito de sus altos mandos. Nos muestra quiénes fueron los verdaderos héroes de la guerra, y les otorga por primera vez el lugar que merecen en la historia.",http://www.libreriacuesta.com/detalle/default.asp?mat=6190795
66,"EL HOMBRE SIN ROSTRO (PUTIN)","Desde su llegada al poder en 1999, Vladímir Putin se ha hecho con el control de los medios de comunicación, sus rivales politices han acaba­do encarcelados, exiliados o muertos, y el frágil sistema electoral ruso apenas se sostiene. Pese a las valientes manifestaciones de protesta por el fraude en las elecciones de diciembre de 2011, Putin sigue siendo el favorito para las presidenciales y Rusia ha vuelto a ser una amenaza para sus ciudadanos y para el mundo entero. Masha Gessen ha vivido esta historia de primera mano, con las ame­nazas, el asesinato, el exilio y las misteriosas desapariciones de muchos de sus amigos y colegas. Su valor la llevó a volver a Moscú para contar el asombroso ascenso de Putin, tras hablar con fuentes que no habla­rían con ningún otro periodista. Su relato de cómo un hombre anóni­mo se abrió camino hasta alcanzar un poder absoluto, y absolutamente corrupto, está destinado a convertirse en un clásico de la narrativa de no ficción.",http://www.libreriacuesta.com/detalle/default.asp?mat=6190888
67,EGO,"Ésta es la historia de una gran manipulación. A lo largo de 60 años, se ha desarrollado un modelo teórico del ser humano egoísta, individualista y egocéntrico. Una gran trampa que nos conduce hacia un colapso inevitable. Es hora de pensar en una vía de salida, en nuevos modelos altruistas y de colaboración que no conviertan cada uno de los aspectos de nuestra vida cotidiana en una mera ecuación matemática.",http://www.libreriacuesta.com/detalle/default.asp?mat=6190974
68,"BREVE HISTORIA DE MI VIDA","La mente maravillosa de Stephen Hawking ha deslumhrado al mundo entero revelando los misterios del universo. Ahora, por primera vez, el cosmólogo más brillante de nuestra era explora, con una mirada reveladora, su propia vida y evolución intelectual. Breve historia de mi vida cuenta el sorprendente viaje de Stephen Hawking desde su niñez en el Londres de la posguerra a sus años de fama internacional. Espléndidamente ilustrada con fotografías poco conocidas, esta autobiografía concisa, ingeniosa y sincera presenta a un Hawking raramente vislumbrado en sus libros anteriores: el alum­no inquisitivo cuyos compañeros de clase apodaron Einstein; el bro-mista que una vez hizo una apuesta con un colega sobre los agujeros negros; o el joven padre de familia que se esforzó por hacerse un sitio en el mundo académico. Escrito con su humildad y humor característicos, Hawking se sincera sobre los desafíos a los que se enfrentó tras ser diagnosticado, con 21 años, de esclerosis lateral amiotrófica. Traza su desarrollo como pen­sador, explica cómo la perspectiva de una muerte temprana lo empujó hacia numerosos desafíos intelectuales y habla sobre la génesis de su obra maestra. Historia del tiempo, sin duda una de las obras más importantes del siglo XX. Clarividente, íntimo y sabio. Breve historia de mi vida nos abre una ven­tana al cosmos personal de Hawking.",http://www.libreriacuesta.com/detalle/default.asp?mat=6190975
69,"EL DINERO","En esta obra, traducida a una docena de lenguas y considerada por muchos un clásico de la literatura económica, Galbraith examina la evolución del dinero y su uso a lo largo de la historia. El libro traza con ingenio y claridad los episodios más signi­ficativos de su historia, desde sus orígenes hasta el nacimien­to de la banca y las primeras fiebres especulativas en Europa y Estados Unidos. Asimismo, aborda acontecimientos de suma relevancia como la creación de la Reserva Federal y otros bancos centrales, el crash de 1929, el advenimiento de la econo­mía keynesiana, los dilemas financieros de la época contem­poránea y no pocas de las locuras que han marcado el deve­nir de los asuntos monetarios. Según palabras del propio autor, hay muchas cosas fascinantes en la historia del dinero. Y hay muchas más que ilustran con elocuencia el comportamiento y la locura de los seres humanos.",http://www.libreriacuesta.com/detalle/default.asp?mat=6190976
70,AUSTERIDAD,"La austeridad, nos dice Mark Blyth, profesor de la Univeridad de Brown, es una idea peligrosa, que no funciona en el mundo real en que vivimos. En el mundo imaginario de sus partidarios, los recortes siempre afectan a otro; pero desgraciadamente, como lo demuestra Europa, en este mundo real de nuestros días no tiay otro que asuma los costes. Blyth ha escrito un libro extraordinario, rico en ideas y libre de jerga económica, que analiza la realidad de la crisis, la génesis histórica de las ideas que han llevado a la doctrina de la austeridad, la evidencia de su fracaso en todos los casos en que se ha intentado aplicarla, y la perspectiva de un futuro en que, como la austeridad no disminuye la deuda, sino que la aumenta, nos aguarda un porve­nir de represión fiscal y aumento de los impuestos. Austeridad hdi recibido elogios de Paul Krugman, de Robert Skideisky, quien lo califica como un análisis fascinante, de Lawrence Summers en Financial Times, de Martin Wolf, que lo considera un espléndido libro, y de John Quiggin, quien asegura que se trata de una guía esencial para cualquiera que desee entender la depresión actual.",http://www.libreriacuesta.com/detalle/default.asp?mat=6190977
71,"MUEVE TUS AHORROS Y GANATE UN SUELDO","Vivir sin trabajar es posible. Los ricos enseñan a sus hijos los secretos del mundo del dinero. Este libro te abrirá la puerta al secreto mejor guardado: hacer dinero con poco dinero. Solo necesitas formarte para cambiar tu destino. Si no has alcanza­do la independencia financiera es únicamente porque nadie te lo ha enseñado. Todavía estas a tiempo de tener un plan B. Me llamo Francisca Serrano y soy trader. Un día, cuando mi hijo crezca, le contaré que estudié Derecho y fui funcionaría, y le diré: Estudia lo que quieras, porque a ganar dinero te enseñaré yo. ¿Quieres aprender a conseguir que tu dinero trabaje para ti? Te invito a descubrirlo.",http://www.libreriacuesta.com/detalle/default.asp?mat=6190978
72,"EL HOMBRE QUE PERSEGUIA AL TIEMPO","William acababa de cumplir diez años cuando consiguió la ad­miración de todos los amigos: su ojo experto apuntó a un grajo que descansaba en un árbol lejano y, tras un instante de concen­tración, el tirachinas dio en el blanco. Nada grave, en apariencia; solo una chiquillada, pero a partir de entonces su vida cambió y William se propuso olvidar el pasado, trabajando duro para ade­lantarse al tiempo y a sus leyes. Los años fueron pasando y un hombre vestido de negro empezó a rondar a William en las circunstancias más trágicas. Nació así una extraña unión entre los dos caballeros y se inauguró en Lon­dres una tienda espléndida, donde se exponían las telas y los complementos adecuados para el duelo de los difuntos. El negocio fue un éxito y durante un tiempo William pensó que su apuesta por el olvido era acertada, pero llegó un día en que un grajo muy negro surcó el techo acristalado del almacén: de golpe el pasado volvió, cargado de secretos y dispuesto a tomarse su venganza. . Diane Setterfield, la famosa autora de El cuento número trece, nos sorprende ahora con una hermosa historia donde el misterio y el recuerdo van de la mano.",http://www.libreriacuesta.com/detalle/default.asp?mat=6190980
73,"EL VALLE DEL ASOMBRO","La espera ha valido la pena. Amy Tan, aclamada autora de El Club de la Buena Estrella, regresa con una maravillosa novela de madres e hijas, logros y pérdidas, secretos y deseos. 1912, Shanghái. Violeta es la hija adolescente de Lulú, una estadounidense propietaria de la mejor casa de cortesanas de la ciudad. Siempre a caballo entre dos mundos, y viendo cómo Lulú evita hablar del pasado, Violeta no acaba de encontrar su lugar, y está convencida de que su madre no la quiere. Pero antes de que puedan arreglar sus diferencias ambas serán víctimas de un engaño que las separará, llevando a Lulú de vuelta a San Francisco y convirtiendo a Violeta en cortesana. Años después, y como si el destino fuera una condena a la que no pueden escapar, Violeta sufrira también los reveses de la suerte, y se dará cuenta de que su única oportunidad de encontrar la felicidad pasa por enfrentarse al pasado, compartir sus secretos y profundizar en la compleja relación entre madres e hijas.",http://www.libreriacuesta.com/detalle/default.asp?mat=6190981
74,"EL ULTIMO TUAREG","Más de treinta años después de la publicación de su mítica novela Tuareg, alberto Vázquez-Figueroa vuelve sobre el tema que mejor conoce: la vida de los señores de las arenas y la eterna lucha que mantienen por un pueblo admirado y respetado. En esta ocasión la trama la trama se desarrolla en la inmensa soledad del desierto del norte de mali, donde la barbarie de los extremistas que intentan crear un Estado islamista radical está salpicando de sangre el buen nombre de los tuaregs.",http://www.libreriacuesta.com/detalle/default.asp?mat=6190982
75,"LOS 7 HABITOS DE LA GENTE ALTAMENTE EFEC","UN BESTSELLER INTEMPORAL Uno de los libros más inspiradores e influyentes que se haya escrito jamás, Los 7 hábitos de la gente altamente efectiva ha cautivado a lectores durante veinticinco años. Esta obra ha transformado la vida de presidentes y CEOs, educadores y padres, en definitiva, de millones de personas de todas las edades y ocupaciones.",http://www.libreriacuesta.com/detalle/default.asp?mat=6190983
76,"NUEVA YORK HIPSTER","Cultos, sensibles, enemigos de las etiquetas, así son los hipsters. Urbanitas siempre en búsqueda de lugares diferentes para comer, ir de compras, disfrutar de experiencias fuera de lo corriente. Viajar es su pasión, saben vestir con estilo, siempre están a la última y, por supuesto, Nueva York es una de sus ciudades fetiche. Tanto si te reconoces en esta descripción como si simplemente eres una persona curiosa y con ganas de estar al tanto de lo más cool de la Gran Manzana, Nueva York hipster es tu libro de cabecera. En él encontrarás una selección increíble de hoteles, restaurantes, bares, tiendas, museos... además de rincones desconocidos, que solo los neoyorquinos disfrutaban... ¡hasta ahora! A la vez guía y libro de tendencias, con sus cientos de fotografías en color, sin duda te dará una buena excusa (si es que la necesitas) para correr directo al aeropuerto y salir pitando a (re)descubrir la ciudad de los rascacielos.",http://www.libreriacuesta.com/detalle/default.asp?mat=6190984
77,"CASANOVA Y LA MUJER SIN ROSTRO","Con una escritura ágil y elegante, Oliver Barde-Cabucon construye una magnífica novela negra protagonizada por un personaje de gran originalidad y, a la vez, nos ofrece el espléndido retrato de un fascinante periodo histórico.",http://www.libreriacuesta.com/detalle/default.asp?mat=6190985
78,"LA HIJA DEL DIBUJANTE","Ei, la tercera hija del famoso pintor Hokusai, vive en el Japón del siglo XIX durante el último shogunato del clan Tokugawa: un país aislado de toda influencia extranjera y donde rige la moral tradicional y una férrea censura, que mantiene al pueblo ignorante y supersticioso. Ei acompañará a su padre desde pequeña y crecerá rodeada de artistas, prostitutas, mercaderes, adivino cuentacuentos y artesanos que pululan por Yoshiwara, el distrito del placer de Edo -la actual Tokio-, en una época difícil para quienes tratan de burlar una justicia que los castiga por inmoralidad de forma arbitraria. Con esta obra, Katherine Govier saca a la luz un personaje injustamente olvidado por la Historia: una novela exótica y emocionante, pero también un relato de amor, admiración y competitividad entre una padre y una hija.",http://www.libreriacuesta.com/detalle/default.asp?mat=6190987
79,"BRINCANDO POR LA VIDA","Brincando por la vida, de Mario Emilio Pérez, es un recuento de la cotidianidad del dominicano que, con pinceladas autobiográficas del autor, nos retrata vivencias comunes que van desde las andanzas románticas hasta la vida casera de cónyuge subalterno. Este libro, publicado por primera vez en el 1994, fue un éxito inmediato de ventas en librerías. Entre sus logros está el haber sido reproducido en el sistema braille y en cinta magnetofónica por la Biblioteca del Congreso (Library of Congress) de los Estados Unidos.",http://www.libreriacuesta.com/detalle/default.asp?mat=6189473
80,MEMORIAS,"Es una de las personalidades más controvertidas del siglo XX. Admirada y odiada por igual, se la considera una de las cineastas más innovadoras de su tiempo, gracias, principalmente, a los documentales que rodó para Hitler Tras muchos años de descrédito por su cercanía al Führer, en 1987 Leni RiefenstahI decidió contar su versión de los hechos en unas memorias fascinantes, que constituyen en sí mismas un viaje por un siglo atroz. En un tono franco y desafiante, la mujer cuenta sus inicios como bailarina, sus tormentosas relaciones sentimentales, los deseos de ser actriz, posteriormente frustrados por su entrega a la dirección cinematográfica, arte que revolucionaría con obras como El triunfo de la voluntad, sobre un congreso del partido nazi, y Olympia, el documental sobre los juegos olímpicos celebrados en Berlín en 1936. La directora revela sin tapujos su admiración por la personalidad de Hit­ler, describe el esplendor y la gloria que vivió en los años treinta, y luego narra la larga travesía por el desierto de la posguerra, que terminó con su carrera y con sus sueños. Polémicas y absorbentes, tensas en todo momento, estas memorias, que vuelven a las librerías a los diez años de la muerte de su autora, conforman el autorretrato de una mujer de excepcional talento cuyas afinidades elec­tivas ensombrecieron para siempre su vida y su obra.",http://www.libreriacuesta.com/detalle/default.asp?mat=6178047
81,"LA RIQUEZA DE UNOS POCOS NOS BENEFICIA","Por lo general se cree que la mejor manera de ayudar a los pobres a salir de su miseria es permitir que los ricos sean aún más ricos. Si los que tienen más dinero pagan menos impuestos entonces todos esta­remos mejor, un anáUsis que se concluye afirmando que la riqueza de unos pocos nos beneficia a todos. Sin embargo, estas creencias entran en flagrante contradicción con nuestra experiencia diaria, con el resultado de numerosas investigaciones y, por supuesto, con la lógica. Esta extraña discrepancia entre los hechos y las opiniones populares nos inducen a preguntarnos: ¿Por qué estas opiniones gozan de tanto predicamento y permanecen inalterables frente a las, cada vez mayores, pruebas de lo contrario? Este libro es un intento de responder a esta cuestión. Baiiman enu­mera y examina los supuestos tácitos y las convicciones irreflexivas en las cuales se fundamentan estas opiniones, y nos muestra que todas y cada una de ellas son falsas, fraudulentas y engañosas. No podrían sostenerse ni perdurar en el tiempo si no fuera por el papel que desempeñan a la hora de defender el actual e indefendible creci­miento de la desigualdad social y de la brecha entre la éüte y el resto de la sociedad.",http://www.libreriacuesta.com/detalle/default.asp?mat=6188173
82,"CORRESPONDENCIA ENTRE ANGEL M. Y SUMNER","Este libro constituye una notable contribución a la historia del exilio antitrujillista. Por razones comprensi­bles, la oposición clandestina al régimen dejó un volumen exiguo de documentos y son pocos los archivos privados del mismo exilio a los cuales se ha tenido acceso. Las cartas entre Morales y Welles tienen una importancia similar a los despachos de los embaja­dores norteamericanos desde Santo Domingo. Morales fue la figura paradigmática de la oposición al régimen de Trujillo hasta aproximadamente 1945, ya que había quedado como una suerte de delfín del derrocado presi­dente Horacio Vázquez. En esta obra queda bien definido el contenido político de ese primer exilio representado por Morales. Welles fue el encargado dentro del gobierno de Franklin Delano Roosevelt de diseñar y dar seguimiento a la política hacia Latinoamérica, aunque siempre mantuvo una fuerte pugna con el canciller Cordell Hull. Welles era un antitrujillista visceral, pero creía fundamentalmente en la política de no interven­ción en los asuntos internos latinoamericanos, lo que favoreció al dictador dominicano.",http://www.libreriacuesta.com/detalle/default.asp?mat=6189712
83,"PEQUEÑAS GUERRAS, LUGARES REMOTOS","El final de la Segunda Guerra Mundial no supuso el comienzo de la paz, sino la transición a conflictos con una localización más lejana derivados de un choque de ideologías más amplio. La caída de los imperios colonia­les occidentales conllevó un gran número de feroces luchas por el poder, cuyas sangrientas consecuencias nos persiguen todavía hoy. Mlchael Burleigh, uno de los más aclamados historiadores conrempo­ráneos, nos lleva de la mano en un viaje histórico desde Palestina hasta Pakistan, desde Cuba hasta Indochina, y cuestiona la historia de la segun­da mitad del siglo xx al obligarnos a mirar más allá de la Guerra Fría para centrarnos en las guerras calientes que aún hoy seguimos padeciendo. El resultado es una obra deslumbrante, que examina la muerte del colonia­lismo y el origen de muchos de nuestros problemas actuales. Estimulante y escrito con brío por un maestro de la ironía histórica y del entretenimiento serio. Si lo que busca es Historia para adultos, aquí la tiene. GEORGE WALDEN, Sunday Telegraph",http://www.libreriacuesta.com/detalle/default.asp?mat=6189854
84,"LA TRANSICION A LA DEMOCRACIA: DEL 30 DE","En el año 2011, en el marco de la celebración del Cincuentenario del ajusticiamiento del tirano Trujillo, la Fundación Hermanos de la Maza lleva a cabo un conjunto de actividades conmemorativas de ese hecho absolutamente relevante en la historia nacional, entre las cuales se destacan la producción de artículos periodísticos, programas de televisión, dos reconocidos ciclos de charlas llevados a cabo conjuntamente con el Archivo General de la Nación (AGN), conversatorios auspiciados por la Oficina Senatorial de Espaillat, y actos patrióticos en Santo Domingo y en Moca, actividades que fueron ampliamente difundidas y reconocidas por la prensa y otros sectores de la vida nacional. La Fundación en su breve existencia, ha mantenido una postura firme y permanente en defensa de las conquistas democráticas alcanzadas por el pueblo dominicano y en la lucha por su mejoría y desarrollo. En lo porvenir se guiará por la inspiración que brotó en sus héroes, los de la gesta del 30 de Mayo, de promover el fortalecimiento de instituciones democráticas para que nunca más perezca la libertad.",http://www.libreriacuesta.com/detalle/default.asp?mat=6190584
85,"EL MUNDO DE AFUERA (PREMIO ALFAG. 2014)","Todas las tardes voy hasta el lindero por si sale de nuevo y la espero hasta las seis a ver si ella sube al bosque. Pero ni siquiera la he vuelto a ver asomada a la ventana. A veces me silban de algún lado y me emociono porque creo que es una seña de ella, pero el silbido se pierde entre los árboles y cambia de un lugar a otro. Isolda vive encerrada en un castillo extraño y fascinante al mismo tiempo, tan ajeno a la ciudad de Medellín en la que se sitúa como singulares son sus habitantes y la vida que llevan. La atmósfera de irrealidad que se respira resulta opresiva para la adolescente, que encuentra en el bosque que lo rodea la única tregua posible a su soledad. Pero las amenazas invisibles del mundo de afuera se cuelan silenciosamente entre las ramas de los árboles cercanos al castillo. Con un perfecto manejo de la tensión, Jorge Franco construye en esta novela un cuento de hadas con tintes tenebrosos que acaba convirtiéndose en la historia desquiciada de un secuestro. Dentro y fuera de Ia fortaleza, el amor, ese monstruo indomable, se muestra como una obsesión que aliena y embrutece, que pretende someter, que despierta deseos de venganza y del que solo parece posible escapar aceptando la muerte como destino. Esta novela fue galardonada con el XVII Premio Alfaguara de novela, por un jurado presidido por Laura Restrepo y compuesto por Sergio Vila-Sanjuán, Ignacio Martínez de Pisón, Ana Cañellas, Nelleke Geel y Pilar Reyes.",http://www.libreriacuesta.com/detalle/default.asp?mat=6190693
86,"A LUPITA LE GUSTABA PLANCHAR T.D.","A través de estas páginas, la autora de ""Como agua para chocolate"" recrea la historia de una antiheroína fuera de serie que permanecerá en la memoria de los lectores. Lupita es una policía poco agraciada físicamente, con problemas de alcoholismo, que ha padecido la violencia y sobrevive en un medio donde reinan las apariencias, el dinero y el poder, una sociedad marcada por siglos de injusticia, desamparo e impotencia, en la que no parece haber salidas verdaderas. En su búsqueda del amor, Lupita llega al lugar equivocado en el momento equivocado y termina involucrada en el asesinato de un delegado político. Su historia da un giro radical, pues su propia vida está en riesgo y debe desentrañar el misterioso crimen, al ""que rodean oscuros intereses políticos, redes de corrupción y venta de drogas. Con su característico lenguaje accesi­ble y enganchador, un refrescante humor negro y una profunda mirada espiritual, Laura Esquivel traza una fascinante parábola moral de este mundo en crisis, que ha perdido el rumbo, donde casi todos somos un poco Lupita y buscamos algo que nos salve del desamor.",http://www.libreriacuesta.com/detalle/default.asp?mat=6190695
87,"PERSONAJES DOMINICANOS  (2 TOMOS)","Todos los textos de este libro fueron escritos para la Colección Biografías Dominicanas de la revista Tobogán. Los solicitó mi finado amigo Miguel Cocco, en algunos casos con un interés especial suyo. Estas biografías se concibieron para un lector joven, con el propósito de contribuir a motivar el interés por el conocimiento y la valoración de las acciones de figuras sobresalientes dominicanas. Traté de que fueran comprensibles para cualquier persona; sin perder de vista el objetivo de retomar diversos momentos del pasado nacional, como parte de la Interpretación acerca de determinantes, móviles y consecuencias de las acciones de los personajes. Para ello, he procurado recuperar los contextos en los cuales se insertaron los biografiados a fin de dar cuenta de su incidencia en el decurso de los procesos históricos.",http://www.libreriacuesta.com/detalle/default.asp?mat=6189682
88,"UNA EXPERIENCIA DE POLITICA MONETARIA","Este libro es el relato de los acontecimientos ocurri­dos entre agosto de 2000 y abril de 2003, derivados de la emergencia de una crisis que desembocó en cambiaria y bancaria, y que hizo que la Junta Mo­netaria se involucrara en el manejo de la política económica quizás como nunca antes. Se transcriben las deliberaciones de la Junta Mone­taria, que reflejan el proceso de toma de decisiones en el que el autor se vio involucrado, como miembro titular de ese organismo. Con exhaustivos detalles, narra además la manera en que fue irrumpiendo la crisis cambiaria primero y luego la bancaria, y las posiciones que sostuvo en todo ese transcurso y que lo condujeron a presentar su renuncia el 10 de marzo de 2003. En sus reflexiones, el autor llama la atención sobre el hecho de que la política económica debe concen­trarse en elevar la producción, los ingresos y la competitividad; fomentar el empleo, la educación, la salud v la infraestructura; flexibilizar el mercado laboral, incrementar el control de la inmigración ilegal masiva, entre otros aspectos. Aun cuando en esta descripción aflora la visión de que República Dominicana es un país congelado en el tiempo, y que son muy grandes los recursos gas­tados para mantener mitos y para que otros se aprovechen de sus propios negocios, el autor trans­mite la esperanza de que los acontecimientos aquí expuestos conciten el análisis de los procesos de toma de decisiones y contribuyan a un accionar pú­blico más eficiente, a la vez que sirvan de ejemplo para que la población adquiera conciencia ante problemas pasados que se perpetúan, sin solución, en el tiempo.",http://www.libreriacuesta.com/detalle/default.asp?mat=6190190
89,"FIDEL, TRUJILLO, USA 1958-1961","Esta obra describe y analiza la coyuntura histórica antillana, entre 1958 y 1961, determinante para reorientar la lucha de los pueblos latinoamericanos contra las dictaduras militares predominantes propias de la ""guerra fría"". Desentraña cómo el derrocamiento de Pérez Jiménez en Venezuela de 1958, se convierte en catalizador de los esfuerzos de los pueblos dominicano y cubano contra sus respectivas tiranías. Antes de un año triunfaría el Ejército Rebelde en Cuba. Los revolucionarios cubanos colaborarían entonces con los patriotas dominicanos para renovar la lucha armada contra Trujillo. Desde siempre, las administraciones estadounidenses habían utilizado a Trujillo como mascarón de proa para agredir a los gobiernos democráticos del área del Caribe. A partir de 1959, envalentonado Trujillo, reacciona masacrando a la oposición interna en República Dominicana, atentando contra la vida del presidente Rómulo Betancourt en Venezuela y desafiando abiertamente a la iglesia católica. La tiranía excedió así su capacidad de perversión hasta entrar en barrena hacia la disolución social. Ante los fracasos de Trujillo contra Cuba, el presidente Eisenhower de Estados Unidos descalificó al tirano dominicano y asumió directamente las agresiones. En 1961, la flamante administración Kennedy-Johnson recibiría como regalo envenenado del gobierno Republicano saliente el proyecto de una invasión militar masiva a Cuba. Aceptó el plan y estuvo pagando las consecuencias de aquella aventura hasta el magnicidio de Dallas en 1963. Aplastada la invasión de Bahía de Cochinos, el presidente Kennedy decidió seguir protegiendo la tiranía de los antitrujillistas radicales mientras organizaba en República Dominicana un sumiso relevo pro estadounidense. Pero un grupo de decididos opositores ajustició al tirano a pesar de los esfuerzos de la Casa Blanca para protegerlo, abriendo así la puerta hacia una nueva etapa de lucha de los dominicanos en busca de un poco de la inalcanzable democracia.",http://www.libreriacuesta.com/detalle/default.asp?mat=6192804
90,"MOLINA UREÑA. MIS MEMORIAS","EI Movimiento Constitucionalista fue un ejemplo único en Latinoamérica, como expresión de rebeldía nacional a la dominación foránea. Fue la conjunción de la conciencia profesional y patriótica de un grupo de militares encabezados por el teniente coronel Rafael Tomás Fernández Domínguez, su líder inspirador y organizador; con la vocación civilista e igualmente patriótica de amplios sectores de dominicanos, articulados en torno a la organización celular que encabezara el Dr. Molina Ureña; cohesionada con el reclamo de sus profesionales e intelectuales de vuelta al orden constitucional, en su manifiesto del 27 de febrero de 1965. El pueblo dominicano, organizado en torno a sus líderes civiles y militares, mostró que estaba dispuesto a rescatar y hacer valer su primera expresión de soberanía y libertad después de 30 años de dictadura. Arq. Leopoldo A. Espaillat Nanita",http://www.libreriacuesta.com/detalle/default.asp?mat=6193294
91,"MAÑANA TE ESCRIBIRE OTRA VEZ (AGUILAR)","Minerva Mirabal y Manolo Tavárez Justo fueron dos luchadores por la libertad de República Dominicana. Dos seres normales y cotidianos, que ante las circunstancias de adversidad infinita que les tocó vivir bajo la dictadura trujillista se crecieron hasta el heroísmo. La voz de Minou Tavárez Mirabal, su hija y coautora, los saca a la luz, los acompaña, los contextualiza, los imagina desde ellos mismos, y desde ella misma (""que también soy parte del amor que queda de ellos"") en los textos que abren cada mes y cada año de correspondencia. Las más de 100 cartas, notas y telegramas que aparecen en este libro -las que sobrevivieron a la persecución, la mazmorra, la censura, el robo- de la historia- se organizan tan cuidadosamente como las guardó Manolo: desde el noviazgo, luego el matrimonio, hasta la cárcel, desde 1954 hasta 1960. Al final, un mensaje inesperado, de contenido y continente extraordinarios, enviado por Manolo a su hija Minou en 1963. Las fotos y documentos, inéditos o poco conocidos, se suman a las misivas para constituirse en un legado histórico único e invaluable. ""Las cartas, escritas en pleno conocimiento de que durante la dictadura no existía nada privado -escribe Minou-, son laberintos donde tenemos que adentrarnos para encontrar la terrible realidad de la vida de Manolo y Minerva. En estas conversaciones, hasta cierto punto cifradas, se palpa la enorme complicidad entre ellos. Manolo sabía que Minerva estaba en peligro. Minerva sabia que todo lo que la rodeaba estaba siempre en peligro"". ""A través de la lectura de las cartas entre Minerva y Manolo, delicadamente recopiladas y contextualizadas por su hija, confirmamos el profundo amor en el que vivieron dos personas que se encontraron en la lucha política, que compartieron el gusto por el arte y la literatura, que se reconocieron, definitivamente, en la consecuencia y el coraje durante las horas más oscuras de su patria"". Michelle Bachelet Jeria",http://www.libreriacuesta.com/detalle/default.asp?mat=6189315
